CMPD_CHEMBLID,exp,smiles,inchi,selfies,iupac_name,exp_cat,target_2,target_5
CHEMBL132293,1.09,OC[C@H](O)C(=O)N1CCC(=CC1)c2ccc(cc2F)N3C[C@H](COc4ccon4)OC3=O,"InChI=1S/C21H22FN3O7/c22-17-9-14(25-10-15(32-21(25)29)12-30-19-5-8-31-23-19)1-2-16(17)13-3-6-24(7-4-13)20(28)18(27)11-26/h1-3,5,8-9,15,18,26-27H,4,6-7,10-12H2/t15-,18+/m1/s1",[O][C][C@H1][Branch1][C][O][C][=Branch1][C][=O][N][C][C][C][=Branch1][Branch1][=C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][C][C@H1][Branch1][#Branch2][C][O][C][C][=C][O][N][=Ring1][Branch1][O][C][Ring1][N][=O],"(5r)-3-[4-[1-[(2s)-2,3-dihydroxypropanoyl]-3,6-dihydro-2h-pyridin-4-yl]-3-fluorophenyl]-5-(1,2-oxazol-3-yloxymethyl)-1,3-oxazolidin-2-one",medium,0,1
CHEMBL416,1.97,COc1c2OC(=O)C=Cc2cc3ccoc13,"InChI=1S/C12H8O4/c1-14-12-10-8(4-5-15-10)6-7-2-3-9(13)16-11(7)12/h2-6H,1H3",[C][O][C][=C][O][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][=C][C][C][=C][O][C][Ring1][=C][=Ring1][Branch1],"9-methoxyfuro[3,2-g]chromen-7-one",medium,0,2
CHEMBL1626156,2.98,OCCNCc1cc(Br)ccc1OCc2ccc(Cl)cc2,"InChI=1S/C16H17BrClNO2/c17-14-3-6-16(13(9-14)10-19-7-8-20)21-11-12-1-4-15(18)5-2-12/h1-6,9,19-20H,7-8,10-11H2",[O][C][C][N][C][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][O][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],2-[[5-bromo-2-[(4-chlorophenyl)methoxy]phenyl]methylamino]ethanol,large,1,3
CHEMBL193240,3.95,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl,"InChI=1S/C17H14Cl2F2N2O3/c18-11-6-22-7-12(19)15(11)23-16(24)10-3-4-13(26-17(20)21)14(5-10)25-8-9-1-2-9/h3-7,9,17H,1-2,8H2,(H,22,23,24)",[F][C][Branch1][C][F][O][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][O][C][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=N][C][=C][Ring1][#Branch1][Cl],"3-(cyclopropylmethoxy)-n-(3,5-dichloropyridin-4-yl)-4-(difluoromethoxy)benzamide",very large,1,4
CHEMBL151592,1.09,Cc1cccc(C(=O)N)c1NC(=O)c2ccccc2,"InChI=1S/C15H14N2O2/c1-10-6-5-9-12(14(16)18)13(10)17-15(19)11-7-3-2-4-8-11/h2-9H,1H3,(H2,16,18)(H,17,19)",[C][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],2-(benzoylamino)-3-methylbenzamide,medium,0,1
CHEMBL1288960,-0.4,Cc1nnc(N)s1,"InChI=1S/C3H5N3S/c1-2-5-6-3(4)7-2/h1H3,(H2,4,6)",[C][C][=N][N][=C][Branch1][C][N][S][Ring1][=Branch1],"5-methyl-1,3,4-thiadiazol-2-amine",very small,0,0
CHEMBL550904,3.61,CC(C)Oc1cc(Oc2ccc(cc2)S(=O)(=O)C)cc(c1)C(=O)Nc3nccs3,"InChI=1S/C20H20N2O5S2/c1-13(2)26-16-10-14(19(23)22-20-21-8-9-28-20)11-17(12-16)27-15-4-6-18(7-5-15)29(3,24)25/h4-13H,1-3H3,(H,21,22,23)",[C][C][Branch1][C][C][O][C][=C][C][Branch2][Ring1][Ring2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=Branch1][Ring2][=C][Ring1][P][C][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1],"3-(4-methylsulfonylphenoxy)-5-propan-2-yloxy-n-(1,3-thiazol-2-yl)benzamide",very large,1,4
CHEMBL1952147,2.19,NS(=O)(=O)c1ccc(CCNc2ccc3nnc(c4ccccc4)n3n2)cc1,"InChI=1S/C19H18N6O2S/c20-28(26,27)16-8-6-14(7-9-16)12-13-21-17-10-11-18-22-23-19(25(18)24-17)15-4-2-1-3-5-15/h1-11H,12-13H2,(H,21,24)(H2,20,26,27)",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][C][C][N][C][C][=C][C][=N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O][N][=Ring1][#C][C][=C][Ring2][Ring1][Branch2],"4-[2-[(3-phenyl-[1,2,4]triazolo[3,4-f]pyridazin-6-yl)amino]ethyl]benzenesulfonamide",large,0,2
CHEMBL595,2.8,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",[C][C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][C][O][C][=C][C][=C][Branch1][=N][C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][Ring1][=C][N][=C][Ring2][Ring1][#Branch1],"5-[[4-[2-(5-ethylpyridin-2-yl)ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",large,1,3
CHEMBL516441,4.05,CC[C@H](NC(=O)c1c(N)c(nc2ccccc12)c3cccc(F)c3)c4ccccc4,"InChI=1S/C25H22FN3O/c1-2-20(16-9-4-3-5-10-16)29-25(30)22-19-13-6-7-14-21(19)28-24(23(22)27)17-11-8-12-18(26)15-17/h3-15,20H,2,27H2,1H3,(H,29,30)/t20-/m0/s1",[C][C][C@H1][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][=C][Branch1][C][N][C][=Branch1][N][=N][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-amino-2-(3-fluorophenyl)-n-[(1s)-1-phenylpropyl]quinoline-4-carboxamide,very large,1,4
CHEMBL237888,2.0,CN1C(=O)C=C(CCc2ccccc2)N=C1N,"InChI=1S/C13H15N3O/c1-16-12(17)9-11(15-13(16)14)8-7-10-5-3-2-4-6-10/h2-6,9H,7-8H2,1H3,(H2,14,15)",[C][N][C][=Branch1][C][=O][C][=C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#C][N],2-amino-3-methyl-6-(2-phenylethyl)pyrimidin-4-one,medium,0,2
CHEMBL2171037,1.7,CN(C)c1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,"InChI=1S/C25H32Cl2N4O4S/c1-29(2)18-3-6-22(7-4-18)36(33,34)28-25(32)31-13-9-19(10-14-31)30-15-11-20(12-16-30)35-21-5-8-23(26)24(27)17-21/h3-8,17,19-20H,9-16H2,1-2H3,(H,28,32)",[C][N][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],"4-[4-(3,4-dichlorophenoxy)piperidin-1-yl]-n-(4-dimethylaminophenyl)sulfonylpiperidine-1-carboxamide",medium,0,1
CHEMBL235851,3.3,COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,"InChI=1S/C16H14ClN3O3/c1-22-14-6-10-12(7-15(14)23-2)18-8-19-16(10)20-9-3-4-11(17)13(21)5-9/h3-8,21H,1-2H3,(H,18,19,20)",[C][O][C][=C][C][=N][C][=N][C][Branch1][S][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][O][=C][Ring1][Branch2][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C],"2-chloro-5-[(6,7-dimethoxyquinazolin-4-yl)amino]phenol",large,1,4
CHEMBL414017,2.22,Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,"InChI=1S/C15H13Cl2N5/c16-11-3-1-8(5-12(11)17)7-20-9-2-4-13-10(6-9)14(18)22-15(19)21-13/h1-6,20H,7H2,(H4,18,19,21,22)",[N][C][=N][C][Branch1][C][N][=C][C][=C][Branch1][P][N][C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][C][Ring1][S][=N][Ring2][Ring1][Branch1],"n6-[(3,4-dichlorophenyl)methyl]quinazoline-2,4,6-triamine",large,1,2
CHEMBL445102,2.25,OC1(CCN(Cc2c[nH]c3ccccc23)CC1)c4ccc(Cl)cc4,"InChI=1S/C20H21ClN2O/c21-17-7-5-16(6-8-17)20(24)9-11-23(12-10-20)14-15-13-22-19-4-2-1-3-18(15)19/h1-8,13,22,24H,9-12,14H2",[O][C][Branch2][Ring1][Branch2][C][C][N][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][C][Ring1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],4-(4-chlorophenyl)-1-(1h-indol-3-ylmethyl)piperidin-4-ol,large,1,2
CHEMBL256322,0.95,CCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,"InChI=1S/C19H20N4OS/c1-2-21-11-15-12-22-19(25-15)14-9-7-13(8-10-14)18(24)23-17-6-4-3-5-16(17)20/h3-10,12,21H,2,11,20H2,1H3,(H,23,24)",[C][C][N][C][C][=C][N][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N],"n-(2-aminophenyl)-4-[5-(ethylaminomethyl)-1,3-thiazol-2-yl]benzamide",medium,0,0
CHEMBL586702,3.04,FC(F)c1nc2ccccc2n1c3nc(nc(n3)N4CCOCC4)N5CCOCC5,"InChI=1S/C19H21F2N7O2/c20-15(21)16-22-13-3-1-2-4-14(13)28(16)19-24-17(26-5-9-29-10-6-26)23-18(25-19)27-7-11-30-12-8-27/h1-4,15H,5-12H2",[F][C][Branch1][C][F][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][=N][C][=Branch1][S][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],"2-(difluoromethyl)-1-[4,6-di(morpholin-4-yl)-1,3,5-triazin-2-yl]benzimidazole",large,1,3
CHEMBL1345229,2.26,CC1CCN(CC1)C(=O)c2scc3OCCOc23,"InChI=1S/C13H17NO3S/c1-9-2-4-14(5-3-9)13(15)12-11-10(8-18-12)16-6-7-17-11/h8-9H,2-7H2,1H3",[C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][S][C][=C][O][C][C][O][C][=Ring1][=Branch2][Ring1][=Branch1],"2,3-dihydrothieno[3,4-b][1,4]dioxin-7-yl-(4-methylpiperidin-1-yl)methanone",large,1,2
CHEMBL448483,3.1,C[C@H](NC1=NC(=O)C(C)(S1)C(F)(F)F)c2ccccc2F,"InChI=1S/C13H12F4N2OS/c1-7(8-5-3-4-6-9(8)14)18-11-19-10(20)12(2,21-11)13(15,16)17/h3-7H,1-2H3,(H,18,19,20)/t7-,12?/m0/s1",[C][C@H1][Branch2][Ring1][=Branch2][N][C][=N][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][Ring2][S][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1][F],"2-[[(1s)-1-(2-fluorophenyl)ethyl]amino]-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4-one",large,1,3
CHEMBL1538897,3.4,COc1ccc(Cl)cc1NC(=O)CCS(=O)(=O)c2ccc(Br)cc2,"InChI=1S/C16H15BrClNO4S/c1-23-15-7-4-12(18)10-14(15)19-16(20)8-9-24(21,22)13-5-2-11(17)3-6-13/h2-7,10H,8-9H2,1H3,(H,19,20)",[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],3-(4-bromophenyl)sulfonyl-n-(5-chloro-2-methoxyphenyl)propanamide,very large,1,4
CHEMBL1302214,0.98,Nc1ccc(cc1)S(=O)(=O)N2CCCC2,"InChI=1S/C10H14N2O2S/c11-9-3-5-10(6-4-9)15(13,14)12-7-1-2-8-12/h3-6H,1-2,7-8,11H2",[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1],4-pyrrolidin-1-ylsulfonylaniline,medium,0,0
CHEMBL480818,3.89,CC[C@H](NC(=O)c1c(N)c(nc2ccccc12)c3ccccc3)c4ccccc4,"InChI=1S/C25H23N3O/c1-2-20(17-11-5-3-6-12-17)28-25(29)22-19-15-9-10-16-21(19)27-24(23(22)26)18-13-7-4-8-14-18/h3-16,20H,2,26H2,1H3,(H,28,29)/t20-/m0/s1",[C][C][C@H1][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][=C][Branch1][C][N][C][=Branch1][N][=N][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-amino-2-phenyl-n-[(1s)-1-phenylpropyl]quinoline-4-carboxamide,very large,1,4
CHEMBL219445,4.04,COc1cc2ncnc(N3CC[C@H](C3)Oc4cnc5ccccc5n4)c2cc1OC,"InChI=1S/C22H21N5O3/c1-28-19-9-15-18(10-20(19)29-2)24-13-25-22(15)27-8-7-14(12-27)30-21-11-23-16-5-3-4-6-17(16)26-21/h3-6,9-11,13-14H,7-8,12H2,1-2H3/t14-/m1/s1",[C][O][C][=C][C][=N][C][=N][C][Branch2][Ring1][=Branch2][N][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][O][C][=C][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][=C][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch2][O][C],"6,7-dimethoxy-4-[(3r)-3-quinoxalin-2-yloxypyrrolidin-1-yl]quinazoline",very large,1,4
CHEMBL1562923,2.5,Cc1ccc(cc1)n2c(C)cc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2C,"InChI=1S/C21H22N2O3S/c1-14-5-9-18(10-6-14)23-16(3)13-20(17(23)4)21(24)22-27(25,26)19-11-7-15(2)8-12-19/h5-13H,1-4H3,(H,22,24)",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][Branch1][C][C][=C][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Ring1][C],"2,5-dimethyl-1-(4-methylphenyl)-n-(4-methylphenyl)sulfonylpyrrole-3-carboxamide",large,1,2
CHEMBL1683934,2.16,O[C@@H](CNCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45,"InChI=1S/C38H48N4O5/c43-34-19-17-31(32-18-20-36(45)41-37(32)34)35(44)27-39-23-11-4-2-1-3-5-12-24-42-25-21-29(22-26-42)47-38(46)40-33-16-10-9-15-30(33)28-13-7-6-8-14-28/h6-10,13-20,29,35,39,43-44H,1-5,11-12,21-27H2,(H,40,46)(H,41,45)/t35-/m0/s1",[O][C@@H1][Branch2][Ring2][N][C][N][C][C][C][C][C][C][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=C][C][Ring1][N][=Ring1][#Branch1],[1-[9-[[(2r)-2-hydroxy-2-(8-hydroxy-2-oxo-1h-quinolin-5-yl)ethyl]amino]nonyl]piperidin-4-yl] n-(2-phenylphenyl)carbamate,large,0,2
CHEMBL2088121,-0.62,COc1c(N2CCO[C@@H](CN(C)C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,"InChI=1S/C21H26FN3O5/c1-23(2)9-13-10-24(6-7-30-13)18-16(22)8-14-17(20(18)29-3)25(12-4-5-12)11-15(19(14)26)21(27)28/h8,11-13H,4-7,9-10H2,1-3H3,(H,27,28)/t13-/m0/s1",[C][O][C][=C][Branch1][P][N][C][C][O][C@@H1][Branch1][#Branch1][C][N][Branch1][C][C][C][C][Ring1][#Branch2][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][=Branch1][S][=C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Ring2][Ring1][=Branch2][=Ring1][#Branch2][C][=Branch1][C][=O][O],1-cyclopropyl-7-[(2s)-2-(dimethylaminomethyl)morpholin-4-yl]-6-fluoro-8-methoxy-4-oxoquinoline-3-carboxylic acid,very small,0,0
CHEMBL1870155,3.01,O=C(NC1CCCCC1)c2cccnc2Sc3ccccc3,"InChI=1S/C18H20N2OS/c21-17(20-14-8-3-1-4-9-14)16-12-7-13-19-18(16)22-15-10-5-2-6-11-15/h2,5-7,10-14H,1,3-4,8-9H2,(H,20,21)",[O][=C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1],n-cyclohexyl-2-phenylsulfanylpyridine-3-carboxamide,large,1,3
CHEMBL135,3.72,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",[C][C@][C][C][C@H1][C@@H1][Branch1][S][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][O][Ring1][#Branch1][C@@H1][Ring1][#C][C][C][C@@H1][Ring2][Ring1][C][O],"(8r,9s,13s,14s,17s)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",very large,1,4
CHEMBL1405,3.4,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",[C][C@][C][C][C@H1][C@@H1][Branch1][S][C][C][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][O][Ring1][#Branch1][C@@H1][Ring1][#C][C][C][C][Ring2][Ring1][C][=O],"(8r,9s,13s,14s)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-17-one",very large,1,4
CHEMBL2107486,2.1,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)SC3CN(C3)C4=NCCS4,"InChI=1S/C22H31N3O6S2/c1-11-15-14(12(2)26)18(27)25(15)16(19(28)30-10-31-20(29)22(3,4)5)17(11)33-13-8-24(9-13)21-23-6-7-32-21/h11-15,26H,6-10H2,1-5H3/t11-,12-,14-,15-/m1/s1",[C][C@@H1][Branch1][C][O][C@@H1][C@H1][C@@H1][Branch1][C][C][C][=Branch2][Ring1][=C][=C][Branch1][Branch2][N][Ring1][=Branch1][C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C][S][C][C][N][Branch1][Ring2][C][Ring1][Ring2][C][=N][C][C][S][Ring1][Branch1],"2,2-dimethylpropanoyloxymethyl (4r,5s,6s)-3-[1-(4,5-dihydro-1,3-thiazol-2-yl)azetidin-3-yl]sulfanyl-6-(1-hydroxyethyl)-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate",large,0,2
CHEMBL1917450,-0.83,Cc1c(c2c(NS(=O)(=O)C)cccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,"InChI=1S/C18H17ClN2O6S2/c1-11-18(29(26,27)13-8-6-12(19)7-9-13)17-14(20-28(2,24)25)4-3-5-15(17)21(11)10-16(22)23/h3-9,20H,10H2,1-2H3,(H,22,23)",[C][C][=C][Branch2][Ring1][=N][C][=C][Branch1][#Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][Ring1][O][N][Ring1][=C][C][C][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],2-[3-(4-chlorophenyl)sulfonyl-4-methanesulfonamido-2-methylindol-1-yl]acetic acid,very small,0,0
CHEMBL33899,3.89,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,"InChI=1S/C25H22O2/c1-2-23(20-9-5-3-6-10-20)25(21-11-7-4-8-12-21)22-16-13-19(14-17-22)15-18-24(26)27/h3-18H,2H2,1H3,(H,26,27)/b18-15+,25-23-",[C][C][\C][=Branch2][Ring1][=N][=C][Branch1][=Branch2][/C][=C][C][=C][C][=C][Ring1][=Branch1][\C][=C][C][=C][Branch1][Branch2][\C][=C][\C][=Branch1][C][=O][O][C][=C][Ring1][O][\C][=C][C][=C][C][=C][Ring1][=Branch1],"(e)-3-[4-[(z)-1,2-di(phenyl)but-1-enyl]phenyl]prop-2-enoic acid",very large,1,4
CHEMBL101,0.45,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,"InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3",[C][C][C][C][C][C][=Branch1][C][=O][N][Branch1][S][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],"4-butyl-1,2-di(phenyl)pyrazolidine-3,5-dione",small,0,0
CHEMBL1312533,2.79,CC(=O)NC1CC2CCCC(C1)N2C(=O)Nc3ccc(Cl)c(c3)C(F)(F)F,"InChI=1S/C18H21ClF3N3O2/c1-10(26)23-12-7-13-3-2-4-14(8-12)25(13)17(27)24-11-5-6-16(19)15(9-11)18(20,21)22/h5-6,9,12-14H,2-4,7-8H2,1H3,(H,23,26)(H,24,27)",[C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][Branch1][Ring2][C][Ring1][Branch2][N][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][F],7-acetamido-n-[4-chloro-3-(trifluoromethyl)phenyl]-9-azabicyclo[3.3.1]nonane-9-carboxamide,large,1,3
CHEMBL1951032,2.4,COc1c(Nc2ccc(nc2C)S(=O)(=O)C)ncnc1OC3CCN(CC3)C(=O)OC(C)C,"InChI=1S/C21H29N5O6S/c1-13(2)31-21(27)26-10-8-15(9-11-26)32-20-18(30-4)19(22-12-23-20)25-16-6-7-17(24-14(16)3)33(5,28)29/h6-7,12-13,15H,8-11H2,1-5H3,(H,22,23,25)",[C][O][C][=C][Branch2][Ring1][Branch1][N][C][=C][C][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][C][N][=C][N][=C][Ring2][Ring1][C][O][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],propan-2-yl 4-[5-methoxy-6-[(2-methyl-6-methylsulfonylpyridin-3-yl)amino]pyrimidin-4-yl]oxypiperidine-1-carboxylate,large,1,2
CHEMBL1650732,1.91,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cc(n1)N3CCOCC3)c4ncc(F)cn4,"InChI=1S/C18H22FN9O/c1-11-7-15(27-26-11)23-14-8-16(28-3-5-29-6-4-28)25-18(24-14)22-12(2)17-20-9-13(19)10-21-17/h7-10,12H,3-6H2,1-2H3,(H3,22,23,24,25,26,27)/t12-/m0/s1",[C][C@H1][Branch2][Ring1][P][N][C][=N][C][Branch1][N][N][C][C][=C][Branch1][C][C][NH1][N][=Ring1][=Branch1][=C][C][=Branch1][Ring2][=N][Ring1][=N][N][C][C][O][C][C][Ring1][=Branch1][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],"n-[(1s)-1-(5-fluoropyrimidin-2-yl)ethyl]-n'-(5-methyl-1h-pyrazol-3-yl)-6-morpholin-4-ylpyrimidine-2,4-diamine",medium,0,2
CHEMBL213294,2.94,COc1ccc(NC(=O)CSc2nnc(C)n2c3ccc(C)cc3)cc1,"InChI=1S/C19H20N4O2S/c1-13-4-8-16(9-5-13)23-14(2)21-22-19(23)26-12-18(24)20-15-6-10-17(25-3)11-7-15/h4-11H,12H2,1-3H3,(H,20,24)",[C][O][C][=C][C][=C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][S][C][=N][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][Branch2],"n-(4-methoxyphenyl)-2-[[5-methyl-4-(4-methylphenyl)-1,2,4-triazol-3-yl]sulfanyl]acetamide",large,1,3
CHEMBL1715893,-1.4,CC1CC(CN)CC(CO)C1,"InChI=1S/C9H19NO/c1-7-2-8(5-10)4-9(3-7)6-11/h7-9,11H,2-6,10H2,1H3",[C][C][C][C][Branch1][Ring1][C][N][C][C][Branch1][Ring1][C][O][C][Ring1][#Branch2],[3-(aminomethyl)-5-methylcyclohexyl]methanol,very small,0,0
CHEMBL1486187,2.06,FC(F)(F)c1nnc2ccc(NCc3cccnc3)nn12,"InChI=1S/C12H9F3N6/c13-12(14,15)11-19-18-10-4-3-9(20-21(10)11)17-7-8-2-1-5-16-6-8/h1-6H,7H2,(H,17,20)",[F][C][Branch1][C][F][Branch1][C][F][C][=N][N][=C][C][=C][C][Branch1][O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][=N][N][Ring1][P][Ring1][=C],"n-(pyridin-3-ylmethyl)-3-(trifluoromethyl)-[1,2,4]triazolo[3,4-f]pyridazin-6-amine",medium,0,2
