smiles,mp
COC1=CC=C(OCC(N)=S)C=C1,114.0
NC(=S)CS(=O)(=O)C1=CC=C(Cl)C=C1,190.0
NC(COC1=CC=C(C=C1)C1SCCS1)=NO,114.0
CCOC(=O)C1=CSC(=N1)C1=C(Cl)C(Cl)=CC=C1,109.0
NNC(=O)C1=CSC(=N1)C1=C(Cl)C(Cl)=CC=C1,232.0
ClC(=O)C1=CSC(CC2=C(Cl)C=CC=C2Cl)=N1,104.0
NC(=S)NN=CC1=CC=C(C=C1)C#N,245.0
N#CCOC1=CC=C(C=C1)C1=NCCS1,84.0
CCOC(=O)C1=C(O)N=C(S1)C1=CC=C(C)C=C1,129.0
CC1=NC(=CS1)C#N,58.0
O=C1OC2=CC=CC=C2N1CCC#N,119.0
OC(=O)CCN1C(=O)OC2=CC=CC=C12,127.0
CCN1N=C(C)C(Br)=C1C(O)=O,160.0
CC1=NC(=CS1)C(N)=S,202.0
CCOC(=O)C1=C(C)N=C(S1)C1=CC=C(C=C1)C(F)(F)F,88.0
CC1=C(SC(=N1)C1=CC=C(C=C1)C(F)(F)F)C(O)=O,238.0
CC(C)(C)C1=NN(CC2=CC=CC=C2)C(=C1)C(O)=O,126.0
ClC(=O)C1=CC=C(OC2=CC(Cl)=CC(Cl)=C2)O1,61.0
CC1=NN(C(=C1)C(O)=O)C(C)(C)C,151.0
CN1N=C(C=C1C(O)=O)C(C)(C)C,152.0
COC(=O)C1=C(ON=C1C)C1=NOC(C)=C1,85.0
CSC1=NN(CO)C(=S)S1,73.0
CC1=CC(=NO1)C1=C(C(Cl)=O)C(C)=NO1,57.0
COC(=O)C1=C(NN=C1C)C1=NOC(C)=C1,169.0
NNC(=O)C1=CC(OCC(F)(F)F)=CC=C1OCC(F)(F)F,87.0
CC(=O)C1=CSC(=N1)C1=CC=CC=C1,84.0
COC(=O)C1=NOC(C)=C1C(C)=NO,122.0
COC1=CC=C(C=C1)N1C(S)=NN=C1C1=CC=C(OC(F)(F)F)C=C1,179.0
NC(CSC1=NC=CC=C1C(F)(F)F)=NO,162.0
CCOC(=O)C(=O)CC(=O)C1=CC=CS1,39.0
CCOC(=O)C1=CC(=NN1)C1=CC=CS1,138.0
COC(OC)C1=NC(S)=C(C=C1)C#N,138.0
CSC1=NC(C=O)=CC=C1C#N,140.0
NC(=S)C1=CC=NO1,163.0
CCOC(=O)C1=NOC(=C1)C(=O)CBr,72.0
CCOC(=O)C1=C(Cl)C=C(C)N=C1Cl,55.0
CC1=CC(=NO1)C(N)=S,170.0
CC(C)(C)S(=O)(=O)CC(N)=S,185.0
COC1=CC=C(C=N1)C#N,94.5
BrCC(=O)C1=CC(=NO1)C1=CC=CC=C1,110.0
ON=CC1=C(Cl)C=C(Cl)C=C1,135.0
ClC1=CC=C(C2=NOC(=C2)C(=O)CBr)C(Cl)=C1,86.0
CC(=O)C1=CC(=NO1)C1=CC=C(Cl)C(Cl)=C1,131.0
ClC1=CC=C(C=C1Cl)C1=NOC(=C1)C(=O)CBr,116.0
CC(=O)C1=C(C)ON=C1C1=CC=C(Cl)C=C1,57.5
CC(=O)C1=C(C)ON=C1C1=CC=CC=C1,56.5
ClC1=CC=CC=C1NC(=O)CBr,90.0
ON=CC1=CC=C(OC(F)(F)F)C=C1,41.0
NC(=S)C1=NC=C(C=C1Cl)C(F)(F)F,136.0
ClC1=CC=C(C=C1)C1=NOC(=C1)C(=O)CBr,158.0
NC(=O)COC1=CC=CC(Cl)=C1,124.0
ClC1=CN2C=CSC2=N1,85.0
COC1=NC=C(C=C1)C(N)=S,151.0
NC(=S)C1=C(C=CN=C1)C(F)(F)F,154.0
ClC1=C(N2C=CSC2=N1)S(Cl)(=O)=O,138.0
ClC1=CC=C(SC2=C(C=O)N3C=CSC3=N2)C=C1,140.0
COC(=O)C1=CC(Cl)=NC(Cl)=C1,82.5
NC(=S)C1=CC=C(OCC(F)(F)F)N=C1,122.0
SC1=NN=C(N1CC1=CC=CO1)C1=CC=C(Cl)C=C1Cl,159.0
CN1C(S)=NN=C1C1=CC=C(Cl)C=C1Cl,176.0
FC(F)(F)C1=CC=CN(CCC#N)C1=O,89.0
[O-][N+](=O)C1=CC(Cl)=CNC1=O,235.0
COC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl,115.0
FC(F)(F)C1=CC=C(C=C1)C(=O)CBr,45.5
FC1=CC=CC(=C1)C(=O)CBr,34.5
COC(=O)C1=CC(C)=NC(Cl)=N1,110.0
FC(F)(F)C1=CN(CCC#N)C(=O)C=C1,89.5
ClC1=NC=CC(=C1)C#N,71.5
O=C1NC2=C(O1)C=CC=N2,214.0
ON=C(Cl)C1=CC=C(Cl)C=C1Cl,94.0
N#CC1=CC=C(N=C1)N1CCNCC1,131.0
ClC1=CN=CC(Cl)=C1N1CCNCC1,78.5
OC(=O)C1=CC(Cl)=CN=C1O,261.0
NC1=CC(Cl)=CN=C1Cl,124.0
NC(=NO)C1=CC=C(Cl)C=C1,132.0
SC1=NNC(S1)C1=NC=CC=C1,115.0
SC1=NN=C(O1)C1=CC(Cl)=NC(Cl)=C1,206.0
NNC(=O)C1=CC=C(Cl)N=C1,250.0
COC1=C(C=C(C=C1)C#N)[N+]([O-])=O,150.0
COC1=C(C=C(C=C1)C(N)=S)[N+]([O-])=O,192.0
NC(=S)C1=CC=C2C=CC=CC2=C1,152.0
CC1=C(CCl)C(=NO1)C1=C(Cl)C=CC=C1Cl,62.0
BrCC(=O)C1=CC(=CC=C1)C#N,68.5
FC(F)(F)C1=CC(=CC(=C1)C(=O)CBr)C(F)(F)F,49.0
NC1=C(N)C=C(C=C1)C#N,144.0
CC1=CC(=NN1)C(O)=O,242.0
ClS(=O)(=O)C1=CC=CC=C1I,51.5
COC1=NC=CC=C1N,67.5
CC1=NN=C(S)N1C1=CC=C(OCC2=CC=CC=C2)C=C1,256.0
SC1=NN=C(N1C1=CC=C(OCC2=CC=CC=C2)C=C1)C1=CC=CO1,237.0
NNC(=S)NC1=CC=C(OCC2=CC=CC=C2)C=C1,168.0
NC1=C(N=NS1)C1=CC=CC=C1,146.0
CC(=O)C1=CC(=NO1)C1=C(Cl)C=CC=C1Cl,118.0
COC1=CC=C(OCC(N)=O)C=C1,115.0
COC1=CC=CC=C1OCC(N)=O,142.0
CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NN,134.0
CCOC(=O)C1=CC(=NN1CC1=C(C)C=C(C)C=C1C)C(C)(C)C,73.0
CC1=CC(CN2N=C(C=C2C2=NN=C(S)O2)C(C)(C)C)=CC=C1,130.0
CN1C(S)=NN=C1C1=CC(=NN1CC1=C(Cl)C=C(Cl)C=C1)C(C)(C)C,192.0
OCCCCNC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,116.0
OCCCCCCNC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,120.0
N#CCC1=NC(=CS1)C1=CC2=C(OCCO2)C=C1,117.0
CC(C)(C)OC(=O)NCCC(N)=S,110.0
ClC1=NC(=NS1)C1=CC=C(S1)S(Cl)(=O)=O,72.5
ON=CC1=CC(Br)=C(O)C(Br)=C1,200.0
CCOC(=O)C1CCN(CC2=CC(N)=CC=C2)CC1,44.0
CC1=CC(=NN1C(C)(C)C)C(=O)NN,86.5
NCC1=C(Br)SC=C1,200.0
CN1C=C(NC(=O)OC(C)(C)C)C=C1C(O)=O,140.0
CC(C)(C)OC(=O)NCC1CCNCC1,107.0
CS(=O)(=O)C1=CC=C(C=C1)C(=O)CBr,127.0
CCOC(=O)CCC(=O)OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,52.5
NC1=CC(F)=CC=C1N1C=CN=C1,127.0
CC(C)(C)N1N=C(C(C#N)=C1N)C1=CC=C(Cl)C=C1,154.0
ClC(=O)C1=CC2=C(Cl)C=C(Cl)C=C2N1,174.0
CC(C)NC1=CC=C(C=C1[N+]([O-])=O)C(F)(F)F,104.0
NC(=O)C1=C(Cl)C=C(F)C=C1,153.0
NC1=NC(S)=NC(S)=N1,300.0
CC(=O)NC1=C(C=C(C=C1)C#N)C(F)(F)F,170.0
CC(=O)NC1=CC(Cl)=C(Cl)C=C1[N+]([O-])=O,127.0
OC1=CC=CC(=C1)N1CCOCC1,137.0
COC(=O)C1=CC(C#N)=C(OC)C=C1,124.0
CC1=C(C)C=C(C=C1)C(N)=O,108.0
[O-][N+](=O)C1=CC(C#N)=C(F)C=C1,73.5
SC1=C(C(=S)SS1)C1=CC=CC=C1,154.0
NC1=CC=C(OC(F)(F)F)C=C1[N+]([O-])=O,63.0
[O-][N+](=O)C1=C(Cl)C=C2C(=O)NC(=O)C2=C1,202.0
FC(F)(F)OC1=CC=C(C=C1)C(=O)CBr,56.5
NC1=NC(Cl)=NC=C1C#N,250.0
FC(F)OC1=CC=C(C=C1)C(=O)CBr,64.0
CCCNC(N)=O,108.0
CC(=O)NC1=CC=C(OCC=C)C=C1,91.0
CCOC(=O)CC1=CC=C(N)C=C1,49.0
CC(=O)C=C(C)N1CCCC1,115.0
NS(=O)(=O)C1=CC=CC=C1Br,192.0
CC1=CC(N)=C(C=C1)C#N,92.5
CC1=CC=C(C(O)=O)C(N)=C1,160.0
NC(=O)C1=C(Cl)C(Cl)=CC=C1,171.0
OCC(=O)C1=CC=C(Br)C=C1,140.0
CCC1CCC(C)(C)C2=C1C=C(C=C2)C(=O)CBr,66.5
FC(F)(F)OC1=CC(=CC=C1C#N)C#N,80.0
CC(=O)NC1=CC=C(C=C1OC(F)(F)F)C#N,119.0
OC(=O)C1=CC=C(C(O)=O)C(OC(F)(F)F)=C1,271.0
NC1=C(OC(F)(F)F)C=C(C=C1)C(O)=O,168.0
CC1=CC=C(C=C1Cl)C(O)=O,208.0
CC1=C(C=C(F)C=C1)C(N)=O,121.0
CCC1CCC(C)(C)C2=C1C=C(C=C2)C(C)=NO,141.0
COC(=O)C1=CC=C(N)C(C)=C1,116.0
CC(=O)NC1=CC2=C(C=C1)C(=O)CC2,172.0
CCOC(=O)C1=CC(Cl)=CC(Cl)=C1,35.5
CC1=C(Cl)C=C(N)C(N)=C1,138.0
NNC(=O)C1=CC(Cl)=C(Cl)C=C1,157.0
CC1=CC(N)=C(C=C1)C(N)=O,148.0
NNC(=O)C1=CC(=CC=C1)C(F)(F)F,112.0
CCOC(=O)C1=CNC2=C(OC(F)(F)F)C=CC=C2C1=O,238.0
CC(=O)NC1=C(NC(C)=O)C=C(Cl)C(Cl)=C1,256.0
NC1=CC=C(C=C1)S(=O)(=O)N1CCCCC1,170.0
O=S(=O)(N1CCCCC1)C1=CC=C(C=C1)N=C=S,126.0
[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,174.0
[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCC1,152.0
NC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,217.0
CCCCC1=CC=C(NC(C)=O)C=C1,108.0
OC(=O)C1=CC=CN=C1OC1=CC=C(F)C=C1,188.0
NC(=O)C1=C(N=CN1)C#N,277.0
COC(=O)C1=CC(OC2CCCC2)=C(OC)C=C1,60.0
COC1=CC=C(OC)C(=C1)S(N)(=O)=O,151.0
CC1=C(C=CC(Cl)=C1)C(O)=O,172.0
CC(C)(C)OC(=O)N1CCC(CC1)C(N)=O,164.0
CC(C)(C)OC(=O)N1CCC(CC1)C(N)=S,130.0
ClCC1CN(CC2=CC=CC=C2)CCO1,48.0
CN1C=NC(=C1)S(N)(=O)=O,223.0
NC(CC1=C(Cl)C=C(F)C=C1)=NO,146.0
CC1=NC(CC(O)=O)=C(C)S1,112.0
O=C1N(CC2CNCCO2)C(=O)C2=C1C=CC=C2,140.0
OC(=O)C=CC1=CC=C(N2CCCC2)C(=C1)[N+]([O-])=O,244.0
CC1=CC=C(SC2=CC=C(C=C2C=O)[N+]([O-])=O)C=C1,158.0
CC(C)(C)C1=CC=C(OC2=CC=C(C=C2C=O)[N+]([O-])=O)C=C1,135.0
CC1=CC=C(SC2=CC=C(C=CC(O)=O)C=C2[N+]([O-])=O)C=C1,218.0
OC(=O)C=CC1=CC(=CC=C1SC1=CC=C(Cl)C=C1)[N+]([O-])=O,214.0
OC(=O)C=CC1=CC=C(SC2=CC=C(Cl)C=C2)C(=C1)[N+]([O-])=O,234.0
[O-][N+](=O)C1=CC(C=O)=CC=C1SCC1=CC=CO1,154.0
[O-][N+](=O)C1=CC=C(SC2=NC=CC=C2)C(C=O)=C1,110.0
OC(=O)C=CC1=CC=C(SC2=CC=CC=N2)C(=C1)[N+]([O-])=O,178.0
CC1C(C1C(=O)NN)C(=O)NN,244.0
NNC(=O)C1CC1C(=O)NN,189.0
O=CC1=CC=CC2=C1OCCO2,62.5
OCC1=CC2=C(OC=C2)C=C1,35.5
BrCC1=CC=CC2=NON=C12,78.0
OCC1=CC=CC2=NON=C12,72.0
S=C=NC1=CC=C(C=C1)N1CCOCC1,84.5
IC1=CC=C(C=C1)N1CCOCC1,132.0
CC1=NC(=CS1)C1=CC=C(S1)C(O)=O,200.0
CN1N=C(C)C(N)=C1N1CCOCC1,156.0
N#CC1=CC=C(C=C1)N1C=CC=C1,104.0
CCC1CCC(C)(C)C2=C1C=C(C=C2)C(O)=O,198.0
CC1(C)CCC(C)(C)C2=C1C=CC(=C2)S(Cl)(=O)=O,79.0
CSC1=NC=C(N1CC1=CC=CC=C1)C(O)=O,178.0
CSC1=NC=C(C=O)N1CC1=CC=CC=C1,87.0
CC1=C(SC(=N1)C1=CC=CC=C1)C=O,112.0
CC1=C(CO)SC(=N1)C1=CC=CC=C1,100.0
OCC1=CC=C(CN2CCOCC2)C=C1,94.0
COC1=CC=C(C=C1)C1=NOC(CCl)=N1,52.5
NNC(=O)C1=CC=C(C=C1)C(F)(F)F,121.0
ClC(=O)C1=C(Cl)C2=CC=CC=C2S1,114.0
NNC(=O)C1=C(Cl)C2=C(S1)C=CC=C2,182.0
CCOC(=O)C1CCN(CC1)C1=NC(Cl)=NC(Cl)=N1,150.0
CCOC(=O)CCC1=CC=C(O)C=C1,41.0
CC(=O)C1=CC2=CC(Cl)=CC(Cl)=C2OC1=O,173.0
NC1=CC=C(CC2=CC=NC=C2)C=C1,158.0
OC(=O)C1=CC2=C(OC1=O)C(Cl)=CC(Cl)=C2,199.0
[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)N1CCCCC1,49.0
NC1=CC(=CC=C1N1CCOCC1)C(F)(F)F,136.0
NC1=C(C=C(Br)C=C1Br)C(O)=O,236.0
CCOC(=O)C1=CNC2=C(C=CC=C2F)C1=O,208.0
CCC1CC(C)(C)C2=C1C(=C(C)C(N)=C2)[N+]([O-])=O,172.0
[O-][N+](=O)C1=CC=C(C=C1)N1CCCCC1,105.0
[O-][N+](=O)C1=CC=CC=C1N1CCCCC1,78.0
NC1=C(C=CC=C1)N1CCOCC1,98.5
SC1=NC2=CC(Cl)=C(Cl)C=C2N1,300.0
[O-][N+](=O)C1=C(OC2=CC=C(C=C2)S(Cl)(=O)=O)C(Cl)=CC=C1,76.0
[O-][N+](=O)C1=CC=C(N2C=CC=C2)C(=C1)C#N,97.0
CC1=CC(=CC=C1Cl)C(=O)CBr,56.5
ClC(=O)C1=CC=CN=C1OC1=CC=CC=C1,90.5
NC(=O)C1=CC=CN=C1OC1=CC=CC=C1,162.0
O=C1C2=C(OC3=C1C=CC=N3)C=CC=C2,181.0
[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)N1CCNCC1,65.5
NC1=CC=C(Cl)C=C1C(=O)NCC1=CC=CS1,158.0
[O-][N+](=O)C1=CN=C(OC2=CC=C(Cl)C=C2)C=C1,94.5
NC(=S)C1=CC(Cl)=C(F)C=C1,130.0
[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=CC=C2Cl)C(Cl)=C1,137.0
CC1=CC(Cl)=CC(C=O)=C1O,67.5
[O-][N+](=O)C1=CC(Cl)=C(OC2=C(Cl)C=C(C=C2Cl)S(Cl)(=O)=O)C=C1,160.0
[O-][N+](=O)C1=CC=CN=C1SC1=CC=C(Cl)C=C1,128.0
OC1=NC=NC2=C1C(F)=CC=C2,238.0
CC(=O)C1=CC(F)=CC(F)=C1O,110.0
CCOC(=O)C1=CNC(=S)N=C1N,257.0
NC1=C(Br)C=C(Br)C(Cl)=C1C(O)=O,214.0
CCCC1=CC=C(NC(C)=O)C=C1,99.0
NC1=C(Br)C=C(C=C1Br)C1CCCCC1,37.5
FC(F)(F)C1=CC2=C(N=CN2)C(Br)=C1,219.0
CC1=C(Cl)C=CC(OC2=CC=C(C=C2[N+]([O-])=O)C(F)(F)F)=C1,58.0
NS(=O)(=O)C1=CC(Cl)=CC(Cl)=C1,171.0
OCCCC1=NC2=CC(=CC=C2N1)C(F)(F)F,134.0
FC(F)(F)C1=CC2=C(N=C(S)N2)C(Cl)=C1,311.0
[O-][N+](=O)C1=CC=C(C=C1)N1CCOCC1,152.0
NC1=CC=C(Cl)N=N1,210.0
CC1CC(CC(C)O1)C1=CC(O)=C(C=C1)[N+]([O-])=O,130.0
CC1=CC(SC2=NN=C(N)S2)=C2C=CC=CC2=N1,198.0
CC1=CC=C2C=C(C=CC2=N1)[N+]([O-])=O,166.0
OS(=O)(=O)C1=CC=CC2=CC=CC(Cl)=C12,146.0
CCCCCSC1=NC=CC=C1C(O)=O,119.0
CCCSC1=NC=CC=C1C(Cl)=O,43.4
O=C1N(CC#N)S(=O)(=O)C2=CC=CC=C12,142.0
CCSC1=NC=CC=C1C(O)=O,186.0
FC1=C(F)C=C(C=C1)C(=O)CBr,29.0
N#CC1=CC=CN=C1SC1=CC=CC=C1,106.0
CC(=O)NC1=CC=C(N)C=C1C,142.0
CC1=C(Br)C=C(N)C(N)=C1C,72.0
NC1=NC(=CS1)C1=CC=C(F)C(F)=C1,116.0
CC1=CC=C(COC2=CC=C(CC#N)C=C2)C=C1,122.0
ClC1=C(Cl)C=C(COC2=CC=C(CC#N)C=C2)C=C1,76.5
FC1=CC=CC(Cl)=C1COC1=CC=C(CC#N)C=C1,78.5
OC(=O)C1=NNC(=O)CC1,200.0
ClC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(CC#N)C=C1,96.0
ClC1=CC(=CC(Cl)=C1)S(=O)(=O)OC1=CC=C(CC#N)C=C1,82.0
ClC1=CC=C(C=C1)S(=O)(=O)N1C=CC=C1,117.0
CC(=NO)C1=CN(C=C1)S(=O)(=O)C1=CC=CC=C1,164.0
CC1=CC=CC(NC(=O)C(F)(F)F)=C1C(O)=O,168.0
CC(=O)C1=CNC=C1,113.0
NC1=CN=C(SC2=CC(Cl)=CC=C2Cl)C=C1,108.0
NC1=CN=C(OC2=CC=C(Br)C=C2)C=C1,108.0
ClC1=CC=CC(Cl)=C1CN1N=CC(Cl)=C(Cl)C1=O,159.0
FC1=C(CN2N=CC(Cl)=C(Cl)C2=O)C(Cl)=CC=C1,138.0
CN(N)C1=C(Cl)C(=O)N(C)N=C1,132.0
[O-][N+](=O)C1=CN=C(OC2=CC=C(CC#N)C=C2)C=C1,118.0
CC(=O)NC1=CC=C(C=C1Br)C(F)(F)F,145.0
BrC1=C(Br)C(=O)N(N=C1)C1=CC=CC=C1,144.0
ClC1=C(SCC2=CC=CC=C2)C=NN(C1=O)C1=CC=CC=C1,139.0
BrC1=C(SCC2=CC=CC=C2)C=NN(C1=O)C1=CC=CC=C1,138.0
[O-][N+](=O)C1=CC=CN=C1OC1=CC(Cl)=CN=C1,104.0
NC(=O)C1=C(Cl)C2=C(S1)C=CC=C2,236.0
COC1=CC=C(Cl)C(OC)=C1C(N)=O,157.0
CC1=CC=C(C=C1)N1N=CC(Cl)=C(Cl)C1=O,145.0
ClC1=CN=CC(OC2=NN=C(Cl)C=C2)=C1,113.0
[O-][N+](=O)C1=C(OC2=CC=C(F)C=C2)N=CC=C1,98.5
NC1=C(OC2=CC=C(F)C=C2F)N=CC=C1,96.5
[O-][N+](=O)C1=C(OC2=CC=CC=C2F)N=CC=C1,91.0
[O-][N+](=O)C1=CC(C#N)=C(SC2=CC=C(Cl)C=C2)C=C1,168.0
COC(=O)C1=CC=CC=C1C(=O)C1=CC(C)=C(O)C(C)=C1,156.0
NC1=NN=C(SC2=C(C=C(C=C2)[N+]([O-])=O)C#N)S1,246.0
COC1=CC=C(OC2=CC=C(C=C2C(Cl)=O)[N+]([O-])=O)C=C1,92.0
CCOC(=O)C1=C(N)N2N=C(SC)N=C2N=C1,212.0
CSC1=NN2C(=N1)N=CC(C(O)=O)=C2N,280.0
OC(=O)C1=C(SC2=CC=CC=C2)N=CC=C1,166.0
CC1=CC=C(SC2=C(C=CC=N2)C(O)=O)C=C1,220.0
ClC(=O)C1=C(SC2=CC=CC=C2)N=CC=C1,72.5
CC1=CC=C(SC2=C(C=CC=N2)C(Cl)=O)C=C1,103.0
ClC(=O)C1=C(SC2=CC=C(Cl)C=C2)N=CC=C1,102.0
ClC(=O)C1=C(OC2=CC=C(Cl)C=C2)N=CC=C1,79.5
NC(=O)C1=C(OC2=CC=C(Cl)C=C2)N=CC=C1,151.0
CC1=CC=C(SC2=C(C=CC=N2)C(N)=O)C=C1,206.0
CCOC(=O)C1=NN(C(=N)C(C#N)=C1C)C1=CC=C(C)C=C1,150.0
CC1=C(C)C=C(O1)C(O)=O,147.0
NNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,170.0
CC(C)(C)OC(=O)C(C)(C)SC1=CC=C(Cl)C=C1,45.0
NC1=NC(=CS1)C1=CC=C(Br)S1,170.0
CC(=CC1=CC=CC=C1)C(Cl)=O,45.5
CC(=O)C1=C(C)NC(=O)C(=C1)C#N,231.0
CCOC(=O)C(=O)C1=CC=C(Br)S1,70.5
NC(=N)NCCS(O)(=O)=O,264.0
CC(C)(OC1=CC=C(C=C1)C#N)C(O)=O,118.0
FC(F)(F)C1=CC=CC(Cl)=N1,34.0
CC1=NN(C(O)=C1)C1=CC=C(C)C=C1,132.0
COC1=C(OC)C(Cl)=C(C=CC(O)=O)C=C1,218.0
CCOC(=O)C=CC1=C(Cl)C(OC)=C(OC)C=C1,68.5
COC1=C(OC)C(Cl)=C(C=C1)C(O)=O,194.0
COC1=CC=CC(CC(=O)NN)=C1,89.5
COC1=C(OC)C(Cl)=C(C=CC(Cl)=O)C=C1,87.0
COC(=O)C1=C(Cl)C(OC)=C(OC)C=C1,47.0
CCOC(=O)C1=C(Cl)C(OC)=C(OC)C=C1,51.0
CCOC(=O)C1=C(C)C(CC)=C(C)N1,87.5
CC(=O)N1CC(C)=CC1=O,89.5
COC(=O)C1=C(C)NC(=O)C1CC(O)=O,161.0
CCN(CC)C(=O)C1=C(C)C(C)=C(C)N1,114.0
CC1=CC=C(OC(C)(C)C(O)=O)C2=C1CCC2,89.5
COC1=C2CCCC2=C(C)C=C1Br,30.0
COC1=C(C=C(C)C2=C1CCC2)C#N,62.5
CC1=C2CCCC2=C(OC2=NC=CC=C2N)C=C1,150.0
COC(=O)C1=C(OC)C=C(N)C=C1,156.0
CC1=CC(Cl)=CC=C1OC1=NC=CC=C1[N+]([O-])=O,90.0
CC1=CC(OC2=NC=CC=C2[N+]([O-])=O)=CC(C)=C1Cl,81.0
CC1=C(C)C(OC2=NC=CC=C2[N+]([O-])=O)=CC=C1,212.0
CC1=NC(=C(Br)N1CCC#N)[N+]([O-])=O,154.0
CC1=NC(=C(Br)N1)[N+]([O-])=O,256.0
CC(=O)CCN1C=C(N=C1C)[N+]([O-])=O,99.0
OC(=O)CCC1CCCCCCCCCCC1=O,89.0
CCCCCCCCCCC1=CC=C(C=C1)C(C)=O,34.0
CCCCCC1=CC=C(C=C1)S(Cl)(=O)=O,43.0
CCCCCCCCC1=CC=C(C=C1)C(=O)CCC(O)=O,92.0
CCCC1=CC=C(C=C1)C(=O)CCC(O)=O,118.0
CCCOC1=CC=C(C=C1)C#N,41.0
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C#N,145.0
COC1=CC=C(C=C1)C#C,29.0
CC1=C(CC(O)=O)N=C(O1)C1=CC=CC=C1,132.0
CC1=C(CCO)N=C(O1)C1=CC=CC=C1,73.5
ON=C(C1=CC=CS1)C1=CC=CS1,135.0
COC1=C(O)C=CC(CCC(C)=NO)=C1,83.0
CC1=CC(C)=C(CS)C(C)=C1CS,65.5
NC1=CC2=CC=CC=C2C(Br)=N1,145.0
ClC1=NNC(=O)C2=CC=CC=C12,274.0
CC(C)CCOC1=C(C(C)=O)C(O)=CC=C1,26.0
CCCC1=CC=C(NC(C)=O)C=C1O,178.0
N#CCCC1=CC=CC(OCC2=CC=CC=C2)=C1OCC1=CC=CC=C1,200.0
C#CC1=CC=C(C=C1)C1=CC=CC=C1,83.5
CCOC(=O)C1=C(O)C(O)=C(O1)C(=O)OCC,179.0
CCCC1=C2OC(=CC(=O)C2=CC=C1OCC=C)C(=O)OCC,85.0
NC1=CC2=CC=CC=C2C=N1,155.0
CC(=O)OC1=CC=C(C(C)=O)C(O)=C1,58.0
CCCC1=C(O)C(=CC(C(C)=O)=C1O)C(C)=O,99.5
CCOC(=O)C1=CC2=CC(OCC3=CC=CC=C3)=CC=C2N1,163.0
CCOC(=O)C1=CC(=O)C2=CC(I)=CC=C2O1,149.0
CSC1=NC=C(Cl)C(=N1)C(O)=O,200.0
CC1=C(C2=CC=CN=C2C=C1)[N+]([O-])=O,119.0
CCNC1=CC=C(C=C1)C(O)=O,176.0
ClC1=CC(Cl)=NC(CC2=CC=CC=C2)=N1,56.5
CC1=NC(C)=NC(NN)=C1,190.0
NC1=C(CC2=CC=CC=C2)C2=CC=CC=C2C(Br)=N1,156.0
CCOC(=O)CC1=C(NC(C)=C1C(=O)OCC1=CC=CC=C1)C(=O)OCC,111.0
SC1=NC2=CC3=C(OCCO3)C=C2N1,300.0
O=C(C1=CC=CC=C1)C1=CC2=C(OCCCO2)C=C1,73.5
COC(=O)C1=CC=CC2=C1C1=C(C=CC=C1)C2=O,136.0
OC(=O)C1=CC(Br)=C(C=C1Br)C(O)=O,316.0
COC1=CC=C(OCC(O)CN)C=C1,111.0
C(C1CO1)N1C2=CC=CC=C2C2=C1C=CC=C2,111.0
CN(C)CC(O)CN1C2=CC=C(Br)C=C2C2=C1C=CC(Br)=C2,154.0
O=CC1=CN(CC2=CC=CC=C2)C2=CC=CC=C12,109.0
COC(=O)C1=CC=CC2=C1NC=C2,46.5
OC(=O)C1=C2C(Br)=CC=CC2=CC=C1,170.0
CN1C(=O)C=C(O)C2=CC=CC=C12,265.0
O=C1CCC2CC1CCC2=O,151.0
OC(=O)C1=NSC(Cl)=C1Cl,169.0
OC(=O)CSC1=NN=C(S)S1,168.0
OC(=O)C1=CC=C(Br)S1,141.0
COC(=O)CC1=C(C)SC(=N1)C1=CC=CC=C1,43.0
OC(=O)CCC(=O)C1=CC2=C(OCCCO2)C=C1,150.0
NC1=CC2=C(OCCCO2)C=C1,81.5
CC(=O)C1=CC2=C(OCCCO2)C=C1Br,57.0
CCCCCC1=CC=C(C=C1)C(C)=NO,68.0
OC(=O)C1=C2NC=CC2=CC=C1,203.0
CN1C2=CC=CC=C2C2=C1C=CC(=C2)[N+]([O-])=O,173.0
BrC1=CC2=C(OCCO2)C=C1C(=O)CC1=CC=CC=C1,143.0
BrC1=CC2=C(OCCCO2)C=C1C(=O)C1=CC=CC=C1,106.0
OC(=O)CCC(=O)C1=CC2=C(OCCO2)C=C1,139.0
NC(=O)C1CC1(Cl)Cl,148.0
ClC1=CC=C(C=C1)C(=O)C1=CC2=C(OCCO2)C=C1Br,130.0
COC1=CC=CC=C1C(=O)C1=CC2=C(OCCO2)C=C1Br,96.0
CC1=CC=C(C=C1)C(=O)C1=CC2=C(OCCO2)C=C1Br,111.0
